freq_MHz,dBuV_x
66765625.0,16.03536
66768750.0,16.1967
66771875.0,16.34697
66775000.0,16.48579
66778125.0,16.61291
66781250.0,16.72814
66784375.0,16.83142
66787500.0,16.92279
66790625.0,17.00234
66793750.0,17.0703
66796875.0,17.12692
66800000.0,17.17259
66803125.0,17.20773
66806250.0,17.23285
66809375.0,17.24851
66812500.0,17.25539
66815625.0,17.2594
66818750.0,17.43996
66821875.0,17.60494
66825000.0,17.75437
66828125.0,17.88825
66831250.0,18.00666
66834375.0,18.10965
66837500.0,18.19733
66840625.0,18.26979
66843750.0,18.3271
66846875.0,18.36937
66850000.0,18.39664
66853125.0,18.40901
66856250.0,18.40652
66859375.0,18.38925
66862500.0,18.35721
66865625.0,18.31047
66868750.0,18.24904
66871875.0,18.17296
66875000.0,18.08225
66878125.0,17.97694
66881250.0,17.85707
66884375.0,17.72266
66887500.0,17.57378
66890625.0,17.47536
66893750.0,17.52232
66896875.0,17.5612
66900000.0,17.59225
66903125.0,17.61578
66906250.0,17.63208
66909375.0,17.64151
66912500.0,17.64442
66915625.0,17.64117
66918750.0,17.63216
66921875.0,17.61774
66925000.0,17.59832
66928125.0,17.62032
66931250.0,17.68608
66934375.0,17.75027
66937500.0,17.81224
66940625.0,17.8714
66943750.0,17.92715
66946875.0,17.97892
66950000.0,18.02616
66953125.0,18.06833
66956250.0,18.10493
66959375.0,18.13552
66962500.0,18.15962
66965625.0,18.17685
66968750.0,18.18684
66971875.0,18.18925
66975000.0,18.18382
66978125.0,18.1703
66981250.0,18.14848
66984375.0,18.11822
66987500.0,18.07943
66990625.0,18.03207
66993750.0,17.97616
66996875.0,17.91177
67000000.0,17.83901
67003125.0,17.75814
67006250.0,17.66938
67009375.0,17.57309
67012500.0,17.46967
67015625.0,17.35957
67018750.0,17.24336
67021875.0,17.12164
67025000.0,16.99508
67028125.0,16.8644
67031250.0,16.81106
67034375.0,16.84166
67037500.0,16.87569
67040625.0,16.91302
67043750.0,16.95349
67046875.0,16.99693
67050000.0,17.04317
67053125.0,17.09201
67056250.0,17.14323
67059375.0,17.19659
67062500.0,17.25184
67065625.0,17.30868
67068750.0,17.36681
67071875.0,17.42591
67075000.0,17.4856
67078125.0,17.54556
67081250.0,17.60539
67084375.0,17.66471
67087500.0,17.72314
67090625.0,17.78029
67093750.0,17.83578
67096875.0,17.88924
67100000.0,17.940321
67103125.0,17.98865
67106250.0,18.0339
67109375.0,18.07574
67112500.0,18.11389
67115625.0,18.14806
67118750.0,18.17797
67121875.0,18.20339
67125000.0,18.22408
67128125.0,18.23984
67131250.0,18.25046
67134375.0,18.25574
67137500.0,18.25556
67140625.0,18.24976
67143750.0,18.23818
67146875.0,18.22075
67150000.0,18.19732
67153125.0,18.16782
67156250.0,18.13218
67159375.0,18.09035
67162500.0,18.04227
67165625.0,17.98793
67168750.0,17.92732
67171875.0,17.86047
67175000.0,17.78738
67178125.0,17.70813
67181250.0,17.62279
67184375.0,17.53142
67187500.0,17.43415
67190625.0,17.33111
67193750.0,17.22246
67196875.0,17.10836
67200000.0,16.98901
67203125.0,16.86463
67206250.0,16.73544
67209375.0,16.60168
67212500.0,16.46363
67215625.0,16.32158
67218750.0,16.1758
67221875.0,16.02661
67225000.0,15.87434
67228125.0,15.71929
67231250.0,15.56184
67234375.0,15.40231
67237500.0,15.24109
67240625.0,15.07853
67243750.0,14.91501
67246875.0,14.9507
67250000.0,15.01215
67253125.0,15.14606
67256250.0,15.30268
67259375.0,15.45463
67262500.0,15.60027
67265625.0,15.73812
67268750.0,15.86687
67271875.0,15.98537
67275000.0,16.09262
67278125.0,16.18774
67281250.0,16.27005
67284375.0,16.33894
67287500.0,16.39397
67290625.0,16.43476
67293750.0,16.46111
67296875.0,16.47288
67300000.0,16.47002
67303125.0,16.45258
67306250.0,16.42072
67309375.0,16.37463
67312500.0,16.31464
67315625.0,16.2411
67318750.0,16.15447
67321875.0,16.06082
67325000.0,16.10371
67328125.0,16.13763
67331250.0,16.1619
67334375.0,16.17575
67337500.0,16.17849
67340625.0,16.16943
67343750.0,16.14792
67346875.0,16.11331
67350000.0,16.06503
67353125.0,16.00259
67356250.0,15.92549
67359375.0,15.8334
67362500.0,15.72601
67365625.0,15.60318
67368750.0,15.48828
67371875.0,15.56133
67375000.0,15.62771
67378125.0,15.68647
67381250.0,15.73676
67384375.0,15.77772
67387500.0,15.8086
67390625.0,15.8286705
67393750.0,15.83724
67396875.0,15.83372
67400000.0,15.81754
67403125.0,15.78818
67406250.0,15.74521
67409375.0,15.68825
67412500.0,15.61697
67415625.0,15.5311
67418750.0,15.50988
67421875.0,15.64929
67425000.0,15.77985
67428125.0,15.90161
67431250.0,16.01463
67434375.0,16.11903
67437500.0,16.21497
67440625.0,16.30261
67443750.0,16.3822
67446875.0,16.45399
67450000.0,16.518261
67453125.0,16.5753
67456250.0,16.62547
67459375.0,16.66909
67462500.0,16.70654
67465625.0,16.73822
67468750.0,16.76451
67471875.0,16.78579
67475000.0,16.80246
67478125.0,16.81488
67481250.0,16.82342
67484375.0,16.82841
67487500.0,16.83017
67490625.0,16.82895
67493750.0,16.82495
67496875.0,16.81837
67500000.0,16.8093
67503125.0,16.797781
67506250.0,16.78381
67509375.0,16.76727
67512500.0,16.74802
67515625.0,16.72579
67518750.0,16.70029
67521875.0,16.6711
67525000.0,16.63774
67528125.0,16.59969
67531250.0,16.55636
67534375.0,16.50705
67537500.0,16.45103
67540625.0,16.39235
67543750.0,16.51788
67546875.0,16.62269
67550000.0,16.70635
67553125.0,16.76862
67556250.0,16.80931
67559375.0,16.82832
67562500.0,16.82568
67565625.0,16.80147
67568750.0,16.75587
67571875.0,16.68913
67575000.0,16.60162
67578125.0,16.49372
67581250.0,16.36595
67584375.0,16.222
67587500.0,16.16334
67590625.0,16.08894
67593750.0,15.99853
67596875.0,15.89185
67600000.0,15.76866
67603125.0,15.62874
67606250.0,15.67809
67609375.0,15.74377
67612500.0,15.80121
67615625.0,15.85044
67618750.0,15.89141
67621875.0,15.92397
67625000.0,15.9479
67628125.0,15.96291
67631250.0,15.96867
67634375.0,15.96478
67637500.0,15.95079
67640625.0,15.92621
67643750.0,15.89056
67646875.0,15.84328
67650000.0,15.78381
67653125.0,15.71163
67656250.0,15.62616
67659375.0,15.52686
67662500.0,15.41318
67665625.0,15.28464
67668750.0,15.20572
67671875.0,15.22654
67675000.0,15.23611
67678125.0,15.23471
67681250.0,15.22265
67684375.0,15.2264
67687500.0,15.32014
67690625.0,15.39584
67693750.0,15.45287
67696875.0,15.49071
67700000.0,15.50889
67703125.0,15.50691
67706250.0,15.4844
67709375.0,15.44097
67712500.0,15.3763
67715625.0,15.29012
67718750.0,15.1822
67721875.0,15.05241
67725000.0,14.90068
67728125.0,14.72704
67731250.0,14.74811
67734375.0,14.75215
67737500.0,14.73604
67740625.0,14.70024
67743750.0,14.64533
67746875.0,14.58769
67750000.0,14.65307
67753125.0,14.7028
67756250.0,14.73663
67759375.0,14.75426
67762500.0,14.75549
67765625.0,14.74006
67768750.0,14.70776
67771875.0,14.65842
67775000.0,14.59183
67778125.0,14.50784
67781250.0,14.4062605
67784375.0,14.28692
67787500.0,14.14965
67790625.0,13.99426
67793750.0,13.82056
67796875.0,13.62836
67800000.0,13.41743
67803125.0,13.27231
67806250.0,13.15182
67809375.0,13.03067
67812500.0,12.97412
67815625.0,13.00632
67818750.0,13.04983
67821875.0,13.1053
67825000.0,13.1731205
67828125.0,13.28476
67831250.0,13.41371
67834375.0,13.5359
67837500.0,13.65043
67840625.0,13.75631
67843750.0,13.85257
67846875.0,13.97382
67850000.0,14.1254
67853125.0,14.28279
67856250.0,14.44463
67859375.0,14.6095705
67862500.0,14.77627
67865625.0,14.94344
67868750.0,15.10986
67871875.0,15.27437
67875000.0,15.4359
67878125.0,15.59346
67881250.0,15.74613
67884375.0,15.89309
67887500.0,16.03358
67890625.0,16.16693
67893750.0,16.29256
67896875.0,16.4099
67900000.0,16.5185
67903125.0,16.61797
67906250.0,16.70792
67909375.0,16.78807
67912500.0,16.85817
67915625.0,16.91801
67918750.0,16.96741
67921875.0,17.00626
67925000.0,17.03448
67928125.0,17.052
67931250.0,17.05883
67934375.0,17.05497
67937500.0,17.04047
67940625.0,17.01543
67943750.0,16.97997
67946875.0,16.93422
67950000.0,16.87836
67953125.0,16.81261
67956250.0,16.7372
67959375.0,16.65239
67962500.0,16.55846
67965625.0,16.50983
67968750.0,16.50032
67971875.0,16.47967
67975000.0,16.44794
67978125.0,16.40514
67981250.0,16.35134
67984375.0,16.28667
67987500.0,16.21124
67990625.0,16.12521
67993750.0,16.02879
67996875.0,15.92221
68000000.0,15.80578
68003125.0,15.67986
68006250.0,15.54491
68009375.0,15.40143
68012500.0,15.25008
68015625.0,15.09163
68018750.0,14.92693
68021875.0,14.7570305
68025000.0,14.58308
68028125.0,14.40645
68031250.0,14.22856
68034375.0,14.05106
68037500.0,13.87572
68040625.0,13.86021
68043750.0,13.8576
68046875.0,13.85313
68050000.0,13.84685
68053125.0,13.8388405
68056250.0,13.82907
68059375.0,13.8175
68062500.0,13.80408
68065625.0,13.7886305
68068750.0,13.77104
68071875.0,13.75104
68075000.0,13.72844
68078125.0,13.7029
68081250.0,13.67415
68084375.0,13.64182
68087500.0,13.60557
68090625.0,13.59281
68093750.0,13.8224
68096875.0,14.03529
68100000.0,14.23167
68103125.0,14.41179
68106250.0,14.5759
68109375.0,14.72425
68112500.0,14.85718
68115625.0,14.97498
68118750.0,15.07798
68121875.0,15.16652
68125000.0,15.24099
68128125.0,15.30177
68131250.0,15.34923
68134375.0,15.38377
68137500.0,15.40582
68140625.0,15.41577
68143750.0,15.41406
68146875.0,15.40111
68150000.0,15.37733
68153125.0,15.34315
68156250.0,15.29897
68159375.0,15.24522
68162500.0,15.1823
68165625.0,15.1106
68168750.0,15.03049
68171875.0,14.9424
68175000.0,14.84666
68178125.0,14.74364
68181250.0,14.63371
68184375.0,14.51724
68187500.0,14.39459
68190625.0,14.26611
68193750.0,14.13217
68196875.0,13.99315
68200000.0,13.84943
68203125.0,13.7014
68206250.0,13.54948
68209375.0,13.43723
68212500.0,13.55086
68215625.0,13.81384
68218750.0,14.08263
68221875.0,14.35532
68225000.0,14.63004
68228125.0,14.905
68231250.0,15.1785
68234375.0,15.44894
68237500.0,15.71485
68240625.0,15.97485
68243750.0,16.22771
68246875.0,16.472271
68250000.0,16.70752
68253125.0,16.93253
68256250.0,17.1465
68259375.0,17.34868
68262500.0,17.53845
68265625.0,17.71526
68268750.0,17.87864
68271875.0,18.0282
68275000.0,18.16363
68278125.0,18.28467
68281250.0,18.39114
68284375.0,18.48294
68287500.0,18.56004
68290625.0,18.62244
68293750.0,18.67024
68296875.0,18.70362
68300000.0,18.72279
68303125.0,18.72807
68306250.0,18.71983
68309375.0,18.69851
68312500.0,18.66466
68315625.0,18.61888
68318750.0,18.56185
68321875.0,18.49432
68325000.0,18.41713
68328125.0,18.33118
68331250.0,18.23743
68334375.0,18.13691
68337500.0,18.03067
68340625.0,17.91983
68343750.0,17.805481
68346875.0,17.68877
68350000.0,17.57076
68353125.0,17.45253
68356250.0,17.33507
68359375.0,17.2193
68362500.0,17.106041
68365625.0,16.99602
68368750.0,16.88979
68371875.0,16.78783
68375000.0,16.69046
68378125.0,16.59787
68381250.0,16.51013
68384375.0,16.42716
68387500.0,16.34882
68390625.0,16.27485
68393750.0,16.20488
68396875.0,16.13853
68400000.0,16.07532
68403125.0,16.01477
68406250.0,15.95632
68409375.0,15.89943
68412500.0,15.84351
68415625.0,15.82172
68418750.0,15.87588
68421875.0,15.91647
68425000.0,15.94352
68428125.0,15.95705
68431250.0,15.95707
68434375.0,15.94363
68437500.0,15.91673
68440625.0,15.87639
68443750.0,15.82261
68446875.0,15.75536
68450000.0,15.67463
68453125.0,15.58039
68456250.0,15.47259
68459375.0,15.35123
68462500.0,15.21622
68465625.0,15.06757
68468750.0,14.90526
68471875.0,14.72929
68475000.0,14.5397005
68478125.0,14.33658
68481250.0,14.19354
68484375.0,14.20969
68487500.0,14.20708
68490625.0,14.18622
68493750.0,14.14754
68496875.0,14.09154
68500000.0,14.01875
68503125.0,13.92967
68506250.0,13.82491
68509375.0,13.70506
68512500.0,13.57077
68515625.0,13.42274
68518750.0,13.2617
68521875.0,13.08845
68525000.0,12.9038105
68528125.0,12.70865
68531250.0,12.50944
68534375.0,12.51608
68537500.0,12.66948
68540625.0,12.79766
68543750.0,12.90193
68546875.0,12.98347
68550000.0,13.04343
68553125.0,13.0828905
68556250.0,13.10294
68559375.0,13.14571
68562500.0,13.41843
68565625.0,13.68188
68568750.0,13.9351
68571875.0,14.17741
68575000.0,14.40839
68578125.0,14.62776
68581250.0,14.83549
68584375.0,15.03168
68587500.0,15.21655
68590625.0,15.39044
68593750.0,15.55378
68596875.0,15.70708
68600000.0,15.85092
68603125.0,15.98592
68606250.0,16.11273
68609375.0,16.23202
68612500.0,16.34445
68615625.0,16.45073
68618750.0,16.55146
68621875.0,16.64725
68625000.0,16.73865
68628125.0,16.82614
68631250.0,16.910141
68634375.0,16.99094
68637500.0,17.06879
68640625.0,17.14379
68643750.0,17.21599
68646875.0,17.28528
68650000.0,17.35152
68653125.0,17.41441
68656250.0,17.47365
68659375.0,17.52879
68662500.0,17.57935
68665625.0,17.62482
68668750.0,17.66463
68671875.0,17.69817
68675000.0,17.72486
68678125.0,17.74408
68681250.0,17.75526
68684375.0,17.75779
68687500.0,17.75114
68690625.0,17.73477
68693750.0,17.70821
68696875.0,17.671011
68700000.0,17.62276
68703125.0,17.56313
68706250.0,17.4918
68709375.0,17.40852
68712500.0,17.31309
68715625.0,17.20536
68718750.0,17.08526
68721875.0,16.95271
68725000.0,16.92091
68728125.0,16.87997
68731250.0,16.82597
68734375.0,16.75922
68737500.0,16.68002
68740625.0,16.58868
68743750.0,16.48549
68746875.0,16.37076
68750000.0,16.24477
68753125.0,16.10782
68756250.0,15.96017
68759375.0,15.80208
68762500.0,15.63377
68765625.0,15.45551
68768750.0,15.27193
68771875.0,15.3630705
68775000.0,15.44526
68778125.0,15.51978
68781250.0,15.58778
68784375.0,15.65026
68787500.0,15.7081
68790625.0,15.76198
68793750.0,15.81242
68796875.0,15.8597
68800000.0,15.90393
68803125.0,15.94501
68806250.0,15.9826
68809375.0,16.01624
68812500.0,16.04524
68815625.0,16.06883
68818750.0,16.0861
68821875.0,16.09603
68825000.0,16.09757
68828125.0,16.08963
68831250.0,16.07108
68834375.0,16.04081
68837500.0,15.9977
68840625.0,15.94067
68843750.0,15.86867
68846875.0,15.7807
68850000.0,15.67575
68853125.0,15.55289
68856250.0,15.41122
68859375.0,15.24984
68862500.0,15.06793
68865625.0,14.86467
68868750.0,14.91098
68871875.0,14.966
68875000.0,15.0178
68878125.0,15.0658
68881250.0,15.12994
68884375.0,15.32957
68887500.0,15.50432
68890625.0,15.65533
68893750.0,15.78376
68896875.0,15.89065
68900000.0,15.97695
68903125.0,16.04355
68906250.0,16.09128
68909375.0,16.12085
68912500.0,16.13293
68915625.0,16.1281
68918750.0,16.10686
68921875.0,16.06963
68925000.0,16.01674
68928125.0,15.94844
68931250.0,15.86492
68934375.0,15.76628
68937500.0,15.6525
68940625.0,15.5235405
68943750.0,15.37922
68946875.0,15.21931
68950000.0,15.04349
68953125.0,14.85138
68956250.0,14.64251
68959375.0,14.41634
68962500.0,14.17226
68965625.0,14.13805
68968750.0,14.29752
68971875.0,14.45069
68975000.0,14.59688
68978125.0,14.73537
68981250.0,14.86544
68984375.0,14.98631
68987500.0,15.09726
68990625.0,15.19751
68993750.0,15.28632
68996875.0,15.36293
69000000.0,15.4266205
69003125.0,15.47662
69006250.0,15.51221
69009375.0,15.5326
69012500.0,15.53705
69015625.0,15.52473
69018750.0,15.49483
69021875.0,15.44646
69025000.0,15.38033
69028125.0,15.51831
69031250.0,15.63114
69034375.0,15.7191
69037500.0,15.78234
69040625.0,15.8209505
69043750.0,15.87677
69046875.0,16.04201
69050000.0,16.19669
69053125.0,16.34036
69056250.0,16.47259
69059375.0,16.59302
69062500.0,16.70134
69065625.0,16.79728
69068750.0,16.88061
69071875.0,16.9512
69075000.0,17.00893
69078125.0,17.05376
69081250.0,17.08566
69084375.0,17.10471
69087500.0,17.111
69090625.0,17.10471
69093750.0,17.086
69096875.0,17.05514
69100000.0,17.0124
69103125.0,16.9581
69106250.0,16.89261
69109375.0,16.81631
69112500.0,16.72962
69115625.0,16.633
69118750.0,16.52687
69121875.0,16.41176
69125000.0,16.28814
69128125.0,16.15652
69131250.0,16.01744
69134375.0,15.87141
69137500.0,15.71896
69140625.0,15.60493
69143750.0,15.5653105
69146875.0,15.52475
69150000.0,15.48335
69153125.0,15.44122
69156250.0,15.39849
69159375.0,15.3553
69162500.0,15.31183
69165625.0,15.26823
69168750.0,15.22477
69171875.0,15.18165
69175000.0,15.13916
69178125.0,15.09759
69181250.0,15.05722
69184375.0,15.01843
69187500.0,14.98154
69190625.0,14.94694
69193750.0,14.915
69196875.0,14.88611
69200000.0,14.86066
69203125.0,14.83901
69206250.0,14.82158
69209375.0,14.80868
69212500.0,14.80068
69215625.0,14.79786
69218750.0,14.80048
69221875.0,14.80877
69225000.0,14.82288
69228125.0,14.84293
69231250.0,14.86897
69234375.0,14.90096
69237500.0,14.93884
69240625.0,14.98244
69243750.0,15.03153
69246875.0,15.08583
69250000.0,15.14501
69253125.0,15.20864
69256250.0,15.27628
69259375.0,15.34745
69262500.0,15.42162
69265625.0,15.49825
69268750.0,15.57679
69271875.0,15.65668
69275000.0,15.7373705
69278125.0,15.8183
69281250.0,15.89896
69284375.0,15.97885
69287500.0,16.05751
69290625.0,16.13451
69293750.0,16.20943
69296875.0,16.28192
69300000.0,16.35165
69303125.0,16.41837
69306250.0,16.4818
69309375.0,16.54176
69312500.0,16.59805
69315625.0,16.65056
69318750.0,16.69917
69321875.0,16.74381
69325000.0,16.78443
69328125.0,16.82101
69331250.0,16.85351
69334375.0,16.88198
69337500.0,16.90644
69340625.0,16.92693
69343750.0,16.9435
69346875.0,16.95624
69350000.0,16.96522
69353125.0,16.97052
69356250.0,16.97224
69359375.0,16.97051
69362500.0,16.96544
69365625.0,16.95712
69368750.0,16.94573
69371875.0,16.9314
69375000.0,16.91425
69378125.0,16.89443
69381250.0,16.87213
69384375.0,16.84749
69387500.0,16.82066
69390625.0,16.79182
69393750.0,16.76112
69396875.0,16.7287
69400000.0,16.69474
69403125.0,16.65937
69406250.0,16.62275
69409375.0,16.58498
69412500.0,16.54624
69415625.0,16.50663
69418750.0,16.46629
69421875.0,16.42534
69425000.0,16.51043
69428125.0,16.64758
69431250.0,16.77931
69434375.0,16.90527
69437500.0,17.02519
69440625.0,17.13879
69443750.0,17.2459
69446875.0,17.3463
69450000.0,17.43987
69453125.0,17.52649
69456250.0,17.60606
69459375.0,17.6785
69462500.0,17.74374
69465625.0,17.80174
69468750.0,17.85245
69471875.0,17.89584
69475000.0,17.9319
69478125.0,17.96059
69481250.0,17.9819
69484375.0,17.99583
69487500.0,18.00235
69490625.0,18.00147
69493750.0,17.9932
69496875.0,17.97751
69500000.0,17.95442
69503125.0,17.92394
69506250.0,17.88608
69509375.0,17.84082
69512500.0,17.78822
69515625.0,17.72826
69518750.0,17.66096
69521875.0,17.58635
69525000.0,17.50446
69528125.0,17.41529
69531250.0,17.31889
69534375.0,17.2153
69537500.0,17.10456
69540625.0,17.0049
69543750.0,17.06996
69546875.0,17.13107
69550000.0,17.18776
69553125.0,17.23964
69556250.0,17.28638
69559375.0,17.32767
69562500.0,17.36324
69565625.0,17.39288
69568750.0,17.41641
69571875.0,17.4337
69575000.0,17.44463
69578125.0,17.44917
69581250.0,17.44726
69584375.0,17.43895
69587500.0,17.42427
69590625.0,17.40338
69593750.0,17.3764
69596875.0,17.34358
69600000.0,17.30517
69603125.0,17.26153
69606250.0,17.21304
69609375.0,17.16018
69612500.0,17.1035
69615625.0,17.04359
69618750.0,16.98115
69621875.0,16.9169
69625000.0,16.85165
69628125.0,16.78627
69631250.0,16.72165
69634375.0,16.6587
69637500.0,16.59839
69640625.0,16.54163
69643750.0,16.48934
69646875.0,16.44241
69650000.0,16.40157
69653125.0,16.36756
69656250.0,16.34093
69659375.0,16.32217
69662500.0,16.31152
69665625.0,16.30914
69668750.0,16.31503
69671875.0,16.32897
69675000.0,16.35062
69678125.0,16.37949
69681250.0,16.41496
69684375.0,16.45631
69687500.0,16.50272
69690625.0,16.5533
69693750.0,16.60712
69696875.0,16.66325
69700000.0,16.72075
69703125.0,16.77867
69706250.0,16.83612
69709375.0,16.89227
69712500.0,16.9463
69715625.0,16.99751
69718750.0,17.04524
69721875.0,17.08891
69725000.0,17.12804
69728125.0,17.16219
69731250.0,17.19108
69734375.0,17.21442
69737500.0,17.23207
69740625.0,17.24394
69743750.0,17.25003
69746875.0,17.2504
69750000.0,17.24522
69753125.0,17.2347
69756250.0,17.2191
69759375.0,17.19878
69762500.0,17.17415
69765625.0,17.14563
69768750.0,17.11374
69771875.0,17.079
69775000.0,17.042
69778125.0,17.00331
69781250.0,16.96355
69784375.0,16.92334
69787500.0,16.8833
69790625.0,16.84402
69793750.0,16.80611
69796875.0,16.77013
69800000.0,16.73658
69803125.0,16.70592
69806250.0,16.67854
69809375.0,16.65478
69812500.0,16.63485
69815625.0,16.61892
69818750.0,16.60702
69821875.0,16.59911
69825000.0,16.595
69828125.0,16.594471
69831250.0,16.59711
69834375.0,16.60249
69837500.0,16.61009
69840625.0,16.61928
69843750.0,16.62939
69846875.0,16.63974
69850000.0,16.64956
69853125.0,16.65812
69856250.0,16.66469
69859375.0,16.66853
69862500.0,16.66898
69865625.0,16.66539
69868750.0,16.6572
69871875.0,16.6439
69875000.0,16.62507
69878125.0,16.60038
69881250.0,16.56959
69884375.0,16.53253
69887500.0,16.48921
69890625.0,16.43964
69893750.0,16.38403
69896875.0,16.3226
69900000.0,16.25574
69903125.0,16.18391
69906250.0,16.10763
69909375.0,16.02753
69912500.0,15.94431
69915625.0,15.85867
69918750.0,15.77143
69921875.0,15.68336
69925000.0,15.59526
69928125.0,15.50791
69931250.0,15.42204
69934375.0,15.33836
69937500.0,15.25743
69940625.0,15.17978
69943750.0,15.1058
69946875.0,15.03578
69950000.0,14.96988
69953125.0,14.90813
69956250.0,14.8504305
69959375.0,14.79659
69962500.0,14.74635
69965625.0,14.69926
69968750.0,14.65493
69971875.0,14.61285
69975000.0,14.57246
69978125.0,14.53326
69981250.0,14.4947
69984375.0,14.45628
69987500.0,14.41748
69990625.0,14.37788
69993750.0,14.33705
69996875.0,14.2947
70000000.0,17.68759
70003125.0,17.68817
70006250.0,17.68455
70009375.0,17.67677
70012500.0,17.66486
70015625.0,17.64892
70018750.0,17.66721
70021875.0,17.69048
70025000.0,17.70911
70028125.0,17.7236
70031250.0,17.73467
70034375.0,17.82146
70037500.0,17.90099
70040625.0,17.97324
70043750.0,18.03812
70046875.0,18.0956
70050000.0,18.14564
70053125.0,18.18819
70056250.0,18.22321
70059375.0,18.25067
70062500.0,18.27056
70065625.0,18.28287
70068750.0,18.2876
70071875.0,18.28474
70075000.0,18.27431
70078125.0,18.25636
70081250.0,18.23093
70084375.0,18.198061
70087500.0,18.1578
70090625.0,18.11024
70093750.0,18.05547
70096875.0,17.99358
70100000.0,17.92467
70103125.0,17.84887
70106250.0,17.76629
70109375.0,17.6771
70112500.0,17.58143
70115625.0,17.47943
70118750.0,17.37509
70121875.0,17.325
70125000.0,17.271801
70128125.0,17.21593
70131250.0,17.15795
70134375.0,17.09856
70137500.0,17.03855
70140625.0,16.97883
70143750.0,16.92039
70146875.0,16.86432
70150000.0,16.81174
70153125.0,16.76382
70156250.0,16.72166
70159375.0,16.68639
70162500.0,16.65897
70165625.0,16.64027
70168750.0,16.630991
70171875.0,16.63158
70175000.0,16.64229
70178125.0,16.66311
70181250.0,16.69378
70184375.0,16.73379
70187500.0,16.78244
70190625.0,16.83881
70193750.0,16.90182
70196875.0,16.97029
70200000.0,17.04298
70203125.0,17.11858
70206250.0,17.19584
70209375.0,17.27348
70212500.0,17.35037
70215625.0,17.42538
70218750.0,17.497551
70221875.0,17.56599
70225000.0,17.62998
70228125.0,17.68885
70231250.0,17.74213
70234375.0,17.78943
70237500.0,17.83049
70240625.0,17.86517
70243750.0,17.89342
70246875.0,17.91533
70250000.0,17.93101
70253125.0,17.94073
70256250.0,17.94481
70259375.0,17.9436
70262500.0,17.93754
70265625.0,17.92712
70268750.0,17.91284
70271875.0,17.89525
70275000.0,17.88909
70278125.0,17.87494
70281250.0,17.852541
70284375.0,17.82217
70287500.0,17.78417
70290625.0,17.74999
70293750.0,17.72374
70296875.0,17.69797
70300000.0,17.67299
70303125.0,17.649
70306250.0,17.62617
70309375.0,17.60459
70312500.0,17.584301
70315625.0,17.565321
70318750.0,17.54758
70321875.0,17.53099
70325000.0,17.51543
70328125.0,17.50075
70331250.0,17.48682
70334375.0,17.47347
70337500.0,17.46057
70340625.0,17.44799
70343750.0,17.4356
70346875.0,17.42332
70350000.0,17.4111
70353125.0,17.39889
70356250.0,17.3867
70359375.0,17.37457
70362500.0,17.36254
70365625.0,17.35071
70368750.0,17.33915
70371875.0,17.328
70375000.0,17.31737
70378125.0,17.34579
70381250.0,17.39827
70384375.0,17.45114
70387500.0,17.50424
70390625.0,17.5574
70393750.0,17.61045
70396875.0,17.66314
70400000.0,17.71528
70403125.0,17.7666
70406250.0,17.81689
70409375.0,17.8659
70412500.0,17.91338
70415625.0,17.95911
70418750.0,18.00283
70421875.0,18.04434
70425000.0,18.08341
70428125.0,18.11984
70431250.0,18.15345
70434375.0,18.18407
70437500.0,18.21156
70440625.0,18.23576
70443750.0,18.25656
70446875.0,18.27388
70450000.0,18.28764
70453125.0,18.29779
70456250.0,18.30431
70459375.0,18.30717
70462500.0,18.3064
70465625.0,18.30202
70468750.0,18.29409
70471875.0,18.2827
70475000.0,18.26796
70478125.0,18.24997
70481250.0,18.22889
70484375.0,18.20488
70487500.0,18.17813
70490625.0,18.14886
70493750.0,18.11729
70496875.0,18.08365
70500000.0,18.054
70503125.0,18.08079
70506250.0,18.10507
70509375.0,18.12669
70512500.0,18.14555
70515625.0,18.16157
70518750.0,18.1747
70521875.0,18.18494
70525000.0,18.19228
70528125.0,18.19679
70531250.0,18.19852
70534375.0,18.19752
70537500.0,18.19389
70540625.0,18.18768
70543750.0,18.17899
70546875.0,18.16787
70550000.0,18.15439
70553125.0,18.13856
70556250.0,18.12044
70559375.0,18.09999
70562500.0,18.07721
70565625.0,18.05205
70568750.0,18.02447
70571875.0,17.99438
70575000.0,17.961731
70578125.0,17.92642
70581250.0,17.888361
70584375.0,17.8708
70587500.0,17.93864
70590625.0,18.00123
70593750.0,18.05844
70596875.0,18.11017
70600000.0,18.15635
70603125.0,18.197
70606250.0,18.2321
70609375.0,18.26175
70612500.0,18.28601
70615625.0,18.30503
70618750.0,18.31892
70621875.0,18.32782
70625000.0,18.33189
70628125.0,18.3313
70631250.0,18.32616
70634375.0,18.31662
70637500.0,18.30276
70640625.0,18.28471
70643750.0,18.2625
70646875.0,18.23619
70650000.0,18.20579
70653125.0,18.1713
70656250.0,18.13272
70659375.0,18.09
70662500.0,18.04311
70665625.0,17.99203
70668750.0,17.93674
70671875.0,17.87724
70675000.0,17.81354
70678125.0,17.74568
70681250.0,17.67377
70684375.0,17.59788
70687500.0,17.51823
70690625.0,17.43502
70693750.0,17.34847
70696875.0,17.27796
70700000.0,17.22311
70703125.0,17.16952
70706250.0,17.11737
70709375.0,17.06676
70712500.0,17.01775
70715625.0,16.97038
70718750.0,16.92464
70721875.0,16.88045
70725000.0,16.83775
70728125.0,16.79639
70731250.0,16.75626
70734375.0,16.71718
